11865,11906,provider-disagrees,LOCG's #1-3 is one mini's range on a book that collects three
116958,12038,duplicate-edition,"second rip of Vol. 03 (53104), same size and page count, filed in the Secret Invasion chronology folder; 116959 likewise duplicates Vol. 04 (53105)"
95847,12079,provider-disagrees,"LOCG's live #1-28 covers all 21 Infinity Comic files, which the same record's own sentence excludes"
95848,12079,provider-disagrees,LOCG's live #1-240 covers all 21 Infinity Comic files; its own sentence lists Spider-Man (2016) and Spider-Gwen instead
112203,12283,issue-numbers-wrong,"""Money Shot ColorUp! 001"" (24pp) is a colouring book ('Color Up! Collection 1', p0), not Money Shot #1, but is stored as #1; Vol. 01's #1-5 will nest it"
83753,12433,conflated-series,the 2006 and 2014 runs both number from #1 here; LOCG's #1-22 sits on three different books and covers 18 issue files
83755,12433,provider-disagrees,"LOCG's #4-4 on Vol. 03, #9-9 on Vol. 07 and #10-10 on Vol. 08 are the volume ordinal echoed back from single-comic records, against GCD's #12-15 and the rest"
31087,12565,provider-disagrees,"LOCG claims #94-97 on Vol. 02 (2013), which cannot collect 2021 issues; it would have taken four of our nine files"
31096,12565,provider-disagrees,LOCG's #1-1 on Vol. 11 is the title-wide stamp; it also appears on the issue file #101
31105,12565,duplicate-edition,"same book as 31071 (Season 10 Vol. 01), same 127pp and 138.9MB"
31071,12565,issue-numbers-wrong,"IssueNo 10 came from ""Season 10"" in the title; cleared by reading"
31076,12565,issue-numbers-wrong,"IssueNo 2021 is the year of ""Annual 2021"", not an issue number; cleared by reading"
36142,12705,provider-disagrees,LOCG claims #1-2 on the collection of a four-issue series
39575,12716,conflated-series,Naruto - Konoha's Story-The Steam Ninja Scrolls v01 is a separate work on the Naruto Series id; its chapters restart at 1 and would collide with Naruto v01's c1-c7
39576,12716,conflated-series,Naruto - Sasuke's Story-The Uchiha and the Heavenly Stardust v01 is a separate work on the Naruto Series id; its chapters restart at 1 and would collide with Naruto v01's c1-c7
118875,12793,duplicate-edition,identical copy of 52914 A.I.M. Vol. 03
12794,12794,conflated-series,the 2006 one-shot and the 2007 miniseries share the coordinate #1 here
53987,12794,duplicate-edition,"the 2012 hardcover is the same collection as 53951, and LOCG gives both the same #1-5"
106939,13033,issue-numbers-wrong,"all nine files on S13033 carry IssueNo 50 (from the title ""Nobody Can Eat 50 Eggs""); their coordinate is the volume v1-v9"
43742,13040,conflated-series,"`Nodame Cantabile v24` and `v25` are a separate work filed on the main shelf: their own contents page numbers chapters `AKT:1` through `AKT:5` (plus a BONUS STAGE), and v25's chapter openers continue `AKT:6`. That numbering restarts at 1 and collides with v01's Lesson 1-6, so neither can be ranged in this Series' coordinate"
13116,13116,conflated-series,the 1974 Kirby series and the 1991 mini both number from #1 here
57989,13116,provider-disagrees,LOCG's #1-8 is the Kirby run's range and was covering the 1991 mini's four issues
14275,1371,duplicate-edition,"v01 and v02 are linked to the same LOCG record (7976600, ""Vol. 1 HC"") and both assert its #1-2 over the same two files"
14276,1371,conflated-series,"the 2022 adaptation and Assassin's Apprentice III (2024) share this Series id, both numbering from #1"
94880,13784,provider-disagrees,LOCG gives Vol. 03 #44-47 and Vol. 04 #35-37 — the later volume the earlier range
84205,14001,provider-disagrees,LOCG claims #1-363 on a 256pp book; ComicVine says #1-10 of the same book
84206,14001,provider-disagrees,ComicVine's #37-62 for Vol. 02 leaves a gap from #10 and is twenty-six issues in 256 pages
14162,14162,conflated-series,the 1994 series and the 2019 relaunch both number from #1 here
111982,14162,provider-disagrees,LOCG's #1-8 is the 2019 relaunch's range and was covering the 1994 series' issues
14213,14213,conflated-series,"#6, #7, #12 and #13 each name more than one file, from different runs"
83949,14213,provider-disagrees,LOCG's #1-8 on the 2023 trade was covering eight files from three different series
102379,14272,issue-numbers-wrong,"""02 Quasar - Cosmos in Collision (2018)"" is a 406pp trade stored as issue #2 (reading-order prefix); Quasar Classic's #1-9 will nest it, but it is another book"
42865,1428,label-ambiguous,"Astro Boy v03-v23 (items 42865-42885) are single Dark Horse volumes of 177-231pp each, flagged IsCollection=1 FormatRaw=TPB; each one's copyright page states `ASTRO BOY VOLUME N` and none prints numbered chapters, so they are base units rather than containers"
16319,14311,conflated-series,"""REBELS 10"" is DC's R.E.B.E.L.S. (2009) #10, on the Dark Horse Rebels (2015) shelf"
16332,14311,conflated-series,"""REBELS 11"" is DC's R.E.B.E.L.S. (2009) #11, on the Dark Horse Rebels (2015) shelf"
14352,14352,conflated-series,the 1976 series and the 2017 mini both number from #1 here
56567,14352,provider-disagrees,LOCG's #1-6 is the 2017 mini's range and was covering the 1976 series' issues
117261,14426,provider-disagrees,LOCG claims #1-5 on a 361pp collection whose contents are five different comics
21513,14521,provider-disagrees,the live LOCG span #5-8 on Vol. 01 is quoted from the Vol. 2 HC record and covers all four issue files on the shelf
45186,14579,conflated-series,`Rent-a-(Really Shy!)-Girlfriend v01` is a separate spin-off manga filed on the Rent-a-Girlfriend shelf; its archive's chapters c1-c6 are in its own numbering and collide with the main run's v01 (c1-c5)
37085,14699,arithmetic-odd,"live LOCG span #1-8 on a 998pp book is 125 pages per claimed issue, from a shell page"
37086,14699,arithmetic-odd,"live LOCG span #9-15 on a 432pp book is 62 pages per claimed issue, from a shell page"
31632,14793,conflated-series,Rocketeer Adventures (2011) and Rocketeer Adventures 2 (2012) share this Series id and both number #1-4; the live LOCG #1-2 covers both issue files
29752,15086,arithmetic-odd,live LOCG span #1-89 on a 75pp book — under one page per claimed issue — covering all seven issue files on the shelf
37959,15130,provider-disagrees,LOCG claims #1-9 on a 478pp omnibus of a series that ran to #10
42411,152,issue-numbers-wrong,"every file on S152 (v01, v02, v03, v04a, v04b) is stored as issue #7, the ""7"" of ""7 Billion Needles""; they are volumes 1-4"
15337,15337,conflated-series,a Wonder Woman annual and the Sensational Wonder Woman collection are filed as one series
93228,15411,provider-disagrees,"ComicVine put ""#1-19"" on Berlin Breakout, quoted from its record for Epic Collection Vol. 01; the book's own contents page says #20-#36"
53523,1545,provider-disagrees,LOCG claims #1-526 on a 234pp collection of a nine-issue miniseries
43879,15458,conflated-series,"Shaman King - Flowers v01 begins a separate work on the Shaman King Series id; its chapters restart at 1 and collide with Shaman King v01's c1-c8. The same holds for Marcos, Red Crimson, The Super Star and Zero - 19 volumes over five works"
43897,15458,label-ambiguous,Shaman King - Zero v02 carries PageCount 0 while every other book on the shelf is 129-204pp; the file is empty or unreadable
69709,15489,conflated-series,two Shazam! runs numbering from #1 under one Series id; the collection belongs to neither
93423,15504,provider-disagrees,"Vol. 02 carries LOCG #4-4, GCD #7-11 and ComicVine #6-21 at once"
15003,15695,arithmetic-odd,"does Omnibus Book 01 include the 8pp MySpace short Murderous Intent (file 000, item 15002)? 438pp fits either way — 373pp of story with it, 365pp without — so issue 0 is left in no volume rather than claimed on a guess"
15004,15695,conflated-series,"Omnibus Book 02 also collects The Reign of Darkness, whose five issues are Series 21753 and whose trade (Vol. 06) is Series 21751; one publishing run split across four Series ids, so no range in any one of them can describe this book in full"
15764,15764,conflated-series,Sleeper v1 and Sleeper v2 share every coordinate from #1 to #12
115154,15764,provider-disagrees,"#1-12 is Season One's range and covers all twenty-four files, half of them Season Two"
21668,15854,conflated-series,Valiant's Solar v2 (1991) and Dynamite's Solar: Man of the Atom (2014) share this Series id; the two trades are the 2014 run's and every issue file is the 1991 run's
117889,16006,duplicate-edition,identical copy of 95171 Vol. 04 (143pp / 230.6MB)
93823,16039,provider-disagrees,LOCG claims #1-8 and ComicVine #0-5 on the same 457pp collection
93683,16047,overlap-in-series,"Spider-Gwen 2015A (5 issues) and 2015B (34 issues) share this Series id; Book 01 collects both, and #1-5 therefore names two different comics"
95655,16085,duplicate-edition,"a Digital-HD re-rip of the same 125pp trade as 93751 (380.3MB vs 280.9MB), filed under `__OGNs, Minis & One-shots` rather than `_Misc Trades`"
16130,16130,conflated-series,a Spider-Man miniseries and an X-Men v3 collection are filed as one series
86020,16130,provider-disagrees,LOCG's #1-5 is the Spider-Man mini's range attached to an X-Men trade
52133,16131,duplicate-edition,"52133 and 118879 are the same book, ""Spider-Man 2099 Vol. 05 - Civil War II (2017)"""
52115,16131,provider-disagrees,"LOCG's record for Classic Vol. 01 is the ""Spider-Man 2099 Vol. 2 TP"" whose page says ""Collecting SPIDER-MAN 2099 #11-14 and ANNUAL #1""; the span stored beside it is #1-14"
16159,16159,conflated-series,two Spider-Man Team-Up series share the coordinates #1-7 here
95946,16159,provider-disagrees,ComicVine claims the two-issue span #2-3 on a 119pp collection
53531,1619,provider-disagrees,LOCG claims #1-9 on the collection of a five-issue miniseries
118504,16262,duplicate-edition,identical copy of 95919 (107pp / 129.5MB)
31517,16410,issue-numbers-wrong,IssueNo 2019 is the year in 'Waypoint Special 2019'; cleared by reading
31516,16410,issue-numbers-wrong,"IssueNo 001 on 'Waypoint Special 2018', which is not issue one of the series; cleared by reading"
16462,16462,conflated-series,Star Trek: Lower Decks (2022) and (2025) share the coordinates #1-3 here
31459,16462,provider-disagrees,LOCG puts #1-3 on a choose-your-own-adventure OGN that collects nothing
105911,16633,conflated-series,two five-issue Vader's Castle minis numbering from #1 under one Series id; the live LOCG #1-5 covers all eight issue files
103903,16724,issue-numbers-wrong,"""The High Republic Adventures - Echoes of Fear 001"" is another series' #1 filed on this shelf; Vol. 01 (#1-5) will nest it, but it is not in that book"
10773,16845,issue-numbers-wrong,"""Steven Universe 2016 Special 001"" (47pp) is the 2016 Special, not issue #1 of the 2014 series, but is stored as #1; Vol. 01's #1-4 will nest it"
4798,16935,issue-numbers-wrong,"""Strangers in Paradise Vol. 07 - Sanctuary"" (57pp) is a volume of the collected line, stored as issue #7 with IsCollection=0 (§14.12)"
16999,16999,conflated-series,two Stuff of Nightmares minis both number from #1
70054,17026,provider-disagrees,LOCG claims #1-1060 on the collection of a four-issue miniseries
70028,17029,conflated-series,"the Suicide Squad: Rebirth Deluxe Edition Books 01-03 (70028-70030) are Suicide Squad v5 (2016) collections filed on the Rebirth one-shot's shelf; ranges: #1-8, #9-20, #21-32 in v5 numbering"
14938,1715,provider-disagrees,PLAN.md §11: this omnibus went from silence to LOCG's #1-5; 407pp is far more than one five-issue mini
14940,1715,provider-disagrees,same as 14938 — a 420pp omnibus carrying a single mini's #1-5
72748,17181,provider-disagrees,LOCG claims #1-35 on a 502pp crossover collection drawn from six titles
73975,17183,arithmetic-odd,LOCG #1-770 on a 286pp deluxe edition
72540,17195,conflated-series,"Vol. 03 states 'SUPERMAN: WORLD OF NEW KRYPTON 1-5, ACTION COMICS ANNUAL 10' - correct in its own series, but on this shelf #1-5 would cover items 72549, 72554 and 72559, which are Last Stand of New Krypton #1-3 and are not in this book"
72547,17195,conflated-series,"Vol. 04 states 'SUPERMAN: WORLD OF NEW KRYPTON 6-12', a series that is not the one this shelf is named for and not the one its loose issues belong to"
73986,17204,issue-numbers-wrong,"""Superman - Son of Kal-El 2021 Annual 001"" is stored as #1; Vol. 01 (#1-6) will nest it, but the Annual is in Vol. 02 (The Rising)"
72659,17217,duplicate-edition,"72656/72659, 72657/72660 and 72658/72661 are two rips of the same three volumes (273 vs 272pp etc.)"
72656,17217,issue-numbers-wrong,"all six files are stored as issue #1959 / #1961 / #1963, the starting YEAR of the strips reprinted (§14.10); 72656-72658 are also volumes flagged IsCollection=0"
66469,17277,provider-disagrees,"LOCG claims #133-148, the Silver Age numbering, on a 2019 miniseries collection"
66466,17280,provider-disagrees,ComicVine claims #1-22 on a book named for Jack Kirby's #133-148 run
75141,17289,issue-numbers-wrong,"""Superman-Batman Vol. 02 (2014)"" is a 49pp partial rip of the Vol. 02 trade, stored as issue #2; Vol. 01 (#1-13) will nest it"
75991,17289,issue-numbers-wrong,"""Superman Batman Annual 05 (2011)"" is stored as #5; Vol. 01 (#1-13) will nest it, but Annual #5 is not in that book"
17370,17370,conflated-series,two Survival Street minis and a Survival folder share the coordinates #1-4
20420,17587,issue-numbers-wrong,"""Tangled - The Series Vol. 03 - Hair It Is"" (34pp) is Hair It Is, stored as #3 of Hair and Now; the trade (#1-3) will nest it - the right container per GCD, but under the wrong number"
32430,17700,conflated-series,five TMNT collection lines under one Series id; LOCG's #1-15 on Best of v01 covers 12 issue files
32409,17700,duplicate-edition,"items 32409 (Ultimate B&W v07) and 33924 (Reborn v07) are both ""Vol. 07"""
33916,17716,conflated-series,"Last Ronin II, the TMNT (2024) prelude and the Turtle Power Pack are one Series id, and both issue files are #1"
33916,17716,arithmetic-odd,live LOCG span #1-15 on a 96pp book is 6.4pp per claimed issue
26793,18048,duplicate-edition,"the Full-Color Editions v01-v06 (26793-26798) are reissues of GN 01-06 (26778-26783) — same books, same page counts within a few pages"
20938,18103,provider-disagrees,LOCG claims #1-8 and ComicVine #1-6 on the same 219pp first volume
18254,18254,conflated-series,the 2012 series and the 2017 v2 both number from #1 here
26054,18254,provider-disagrees,LOCG's #1-6 is the 2012 series' range and was covering the 2017 sequel's issues
112131,1843,issue-numbers-wrong,"""Barbaric 001 - Cover Gallery (2021)"" (21pp) is a cover gallery, not issue #1, but is stored as #1; Vol. 1 (#1-3) will nest it"
25197,18534,issue-numbers-wrong,IssueNo 1969 is the year in 'The Eternaut 1969'; cleared by reading
24744,18534,issue-numbers-wrong,"IssueNo 1969 is the year in the title; the same book as 25197, ripped twice"
24218,18534,provider-disagrees,LOCG claims #1-106 on a 369pp collection of a newspaper serial
57797,18575,provider-disagrees,LOCG claims #1-81 on a 170pp book and the identical #1-81 on the 143pp 1998 trade
36113,18666,provider-disagrees,"LOCG claims #5-8 on a book titled 'The Whole Goddamned Thing', against ComicVine's #1-8"
22018,18734,arithmetic-odd,"LOCG #9-10 on a 246pp trade (123pp per issue), covering the only two issue files held"
81358,18826,provider-disagrees,LOCG says #3-66 and ComicVine says #369-400 on the same 830pp omnibus
68072,18946,conflated-series,"collects Legion Lost (2000) #1-12, but is filed on The Legion (2001) shelf"
1901,1901,conflated-series,Arkham City v1 (2011) and Arkham City: End Game (2012) share the coordinates #1-5 here
63935,1901,provider-disagrees,LOCG's #1-5 is the v1 mini's range and was covering five End Game issues
19033,19033,conflated-series,The Magic Order V (2024) #1-4 shares coordinates with the first four series' trades
104786,19033,provider-disagrees,LOCG's #1-4 on Vol. 01 was covering The Magic Order V #1-4
13985,19087,conflated-series,The Massive and The Massive: Ninth Wave both number from #1 under one Series id; ComicVine's #0-15 sits on two different books here and covers all five issue files
13650,19087,provider-disagrees,ComicVine's #0-15 on The Massive v01 is quoted from its Omnibus Volume One record; v01 - Black Pacific is a six-issue trade
30013,19111,issue-numbers-wrong,"""The Metabarons Vol. 01 - Othon"" (58pp album) is stored as issue #1, colliding with the US comic's #1 (106828, 'The Stonecutters')"
96710,19134,conflated-series,"The Mighty Thor 1966, 2011 and 2016 runs share this Series id; GCD's and ComicVine's #13-19 for the 2016 Vol. 03 covers nine 2011-run files"
25393,19185,duplicate-edition,"25393/26232, 25394/26233, 25395/26234 are two rips each of The Nameless City Books 1-3"
19328,19196,issue-numbers-wrong,"the three Futures End volumes (19328-19330) are stored as issue #52, the ""New 52"" of the title, not an issue number"
56096,19212,conflated-series,"""New Teen Titans 038 (1987)"" in the Infinity, Inc. annuals folder is the 1984 series' #38 (the Infinity Inc. crossover), not the 1980 run's #38 (16775); on this shelf Vol. 06's #35-40 would wrongly swallow it"
31981,19246,duplicate-edition,"""The Theory of the Grain of Sand - The Obscure Cities Vols. 10 & 11"" (134pp, 238.3MB) is the same book as 31624 and is stored as issue #11"
14693,19251,conflated-series,"the Tiny Onion (2022) #1-#3 and the Dark Horse (2023) #7-#15 sit under one Series id, and the collection's quoted #1-6 is the Dark Horse numbering"
19305,19305,conflated-series,several Orville miniseries share the coordinates #1-3
16000,19305,provider-disagrees,LOCG's #1-3 was covering seven files drawn from more than one miniseries
111903,19645,duplicate-edition,"the same file (122pp, 30.1MB) as item 26120 ""The Snowpiercer 001 (1984)"""
95949,19654,provider-disagrees,"ComicVine's #230-233 is quoted from its ""Spider-Man: Ben Reilly Omnibus Volume 1"" record; LOCG's #1-15 has no cached page behind it"
62518,1967,provider-disagrees,LOCG claims #1-104 on the collection of a six-issue miniseries
118880,19805,duplicate-edition,"a second copy of Vol. 02 - Civil War II (item 81101), in the Civil War II chronology folder"
101941,19805,issue-numbers-wrong,"""The Totally Awesome Hulk 001.MU"" is stored as #1; Vol. 01 (#1-6) will nest it, but #1.MU is in Vol. 04 (My Best Friends Are Monsters)"
96050,19843,conflated-series,"the 2015 v1 (eight issues) and the v2 relaunch (fifty) share this Series id, so GCD's #1-5 for Vol. 01 and #1-6 for Vol. 03 are two different runs' #1-#6"
96055,19843,provider-disagrees,"LOCG's #43-45 on Vol. 08 covers three of the four issue files on the shelf; GCD and ComicVine both give that book #27-31, and #43-#45 belong to Vol. 11 (#42-46)"
19897,19897,conflated-series,"two Valiant series called The Visitor, both numbering from #1"
111995,19897,provider-disagrees,LOCG's #1-6 is the 2019 mini's range and was covering six issues of the longer run
35805,19932,issue-numbers-wrong,"""The Wicked + The Divine - The Funnies 001"" is a special, not issue #1, but is stored as #1; Vol. 01 (#1-5) and Book 01 (#1-11) will nest it"
31646,20005,issue-numbers-wrong,the 16 chapter files (31646-31661) carry chapter 1-4 as issue number rather than their issue 1-4; nesting under Vol. 01 is still right
96764,20070,conflated-series,"the 1966 run (original and legacy numbering), Straczynski's 2007 relaunch and Jason Aaron's 2014 run share this Series id"
117957,20070,duplicate-edition,"items 117957, 96839 and 96846 are three different books all carrying LOCG's #107-114"
96807,20128,provider-disagrees,LOCG claims #1-409 on a 126pp collection of a three-issue miniseries
57996,2017,provider-disagrees,LOCG claims nine issues in a 128pp trade; the arithmetic allows five or six
6932,20342,provider-disagrees,LOCG claims #1-3 and ComicVine #1-7 on the same 353pp collection
32594,20373,conflated-series,"four Transformers runs under one Series id, with #1-#16 largely doubled"
32594,20373,provider-disagrees,"ComicVine's #14-25 is quoted from its ""The Transformers Classics Vol. 2"" record; this file is the IDW 2019 Vol. 02"
4731,20458,issue-numbers-wrong,"""Free Comic Book Day - Trese - Unreported Murders (2021)"" is stored as #1 and collides with the tresekomix Trese #1 (4732)"
97105,20622,provider-disagrees,"locg claimed #132-133 for Vol. 11 Carnage, whose own back cover says #60-65; 132 and 133 are held as separate files, so that claim would have called two issues redundant with a book that does not contain them"
97114,20622,provider-disagrees,ComicVine gave Vol. 18 and Vol. 20 the same range #106-111; the back covers say #106-111 and #118-122 respectively
37824,208,provider-disagrees,LOCG gives v01 the same #9-12 it gives v02; a 105pp first volume does not open at issue nine
76071,21170,provider-disagrees,"LOCG claims #1-24 on a 165pp book - a hull, and the title is not the miniseries'"
117198,21241,arithmetic-odd,the live LOCG span #1-486 is 2.6 pages per claimed issue over this book's 1269pp
118919,21250,provider-disagrees,LOCG claims #1-45 on a 1521pp omnibus drawn from dozens of comics
58207,21305,provider-disagrees,LOCG gives the 78pp extras book the same #1-12 it gives the three real editions; 78 pages cannot hold twelve 37-page issues
58209,21305,issue-numbers-wrong,"Watchmen Noir, 415pp, was flagged as a single issue"
41289,21392,label-ambiguous,"Weekly Shonen Jump Vol. 201, 228pp: a magazine issue carrying IsCollection=1, while the ""No. NN (2014)"" rips of the same magazine on this shelf carry IsCollection=0; representative of all 53"
21521,21521,conflated-series,a What If... Venom file and an X-Men chronology file share this shelf
37608,21553,provider-disagrees,LOCG claims the one-issue span #19-19 on a 156pp trade
95651,216,duplicate-edition,"the same 94pp OGN as item 48128 ""Spider-Man - Quantum Quest! (A Mighty Marvel Team-Up #2)"""
97817,21814,conflated-series,"labelled ""Wolverine Origins Vol. 06 - Original Sin (2014)"" but the pages are the 2014 Original Sin EVENT collection (Aaron & Deodato), a different series; it should leave this shelf"
90779,21814,issue-numbers-wrong,"""Wolverine - Origins Annual 001 (2007)"" is stored as issue #1 on the regular run's shelf, colliding with Wolverine: Origins #1"
97824,21837,issue-numbers-wrong,"""03 Wolverine - The Reckoning (2015)"" is a 212pp trade stored as issue #3 (a reading-order prefix)"
97830,21839,provider-disagrees,"LOCG's live #1-16 on Vol. 03 covers the whole run; its claims on Vol. 01 and Vol. 02 (#1-2, #3-3) are quoted from the single-comic records ""Wolverine: Weapon X #1"" and ""#2"""
118863,21879,conflated-series,the 2011 and 2014 runs both number from #1 here and the 2011 issues are filed several times
97838,21880,duplicate-edition,"""Wolverine and the X-Men - Alpha and Omega (2012)"" (116pp, 132.4MB) is the same trade as 85991, stored as an issue"
118048,21934,duplicate-edition,118048-118051 are second copies of the four trades 97884-97887 (Major Event Chronology folder); both copies judged the same range
76093,21970,conflated-series,two Wonder Woman runs numbering from #1 under one Series id
76094,21970,arithmetic-odd,"LOCG's #87-189 — 103 claimed issues — on a 191pp book, from a shell page"
76136,21994,duplicate-edition,"the same 134pp collection as 76345, filed under a second folder"
76345,21994,provider-disagrees,LOCG claims #1-57 on a 134pp book - the constituent titles' numbering flattened into a hull
76280,21995,issue-numbers-wrong,"""Wonder Woman & the Justice League America 01 (2017)"" (276pp) is the Vol. 01 trade stored as issue #1 with IsCollection=0"
117369,22043,provider-disagrees,LOCG claims #1-312 on a 210pp tie-in collection
92975,22176,conflated-series,"X-Force (1991), X-Force v6 (2019) and X-Force v7 (2024) share Series 22176; 51 numbers name more than one file. The live LOCG span #1-100 on the Omnibus covers 227 of the 257 issue files against a printed X-Force (1991) #1-15"
117989,22233,provider-disagrees,LOCG claims #1-37 on a 208pp crossover collection
86011,22242,conflated-series,the 2021 Children of the Atom and the earlier X-Men: Children of the Atom both number #1-#6 under this Series id
86011,22242,provider-disagrees,"LOCG quotes the Vita Ayala trade's contents and GCD names ""X-Men: Silver Age Vol. 1"" (#1-13) for the same file, which is X-Men Vol. 01 - Day of the Atom"
116678,22253,duplicate-edition,"the same 198pp Zone-Empire rip of the Deadly Genesis trade as 93042, filed under `_X-Men TPBs` and `2005.08 - House of M\04 Aftermath - Decimation`"
93046,22257,provider-disagrees,LOCG claims #1-491 on a 186pp collection of a back-up serial
